customer_id,gender,age,county,urban_rural_classification,kyc_tier,max_transaction_limit_kes,max_balance_limit_kes,betting_platform_flag,international_transaction_flag,account_age_days,initial_balance_kes
CUST_000033,Male,31,Nairobi,urban,tier_3,250000.0,500000.0,false,false,340,117593.18754390435
CUST_000034,Male,24,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,99,158798.94904277366
CUST_000035,Male,27,Machakos,semi_urban,tier_2,150000.0,500000.0,false,false,88,102418.06423277927
CUST_000036,Male,38,Nairobi,urban,tier_3,250000.0,500000.0,false,false,172,237592.27027503407
CUST_000037,Male,32,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,153,285000.0
CUST_000038,Male,35,Wajir,rural,tier_2,150000.0,500000.0,false,false,46,386591.60158126877
CUST_000039,Female,38,Nairobi,urban,tier_1,70000.0,300000.0,false,false,183,51998.68882298215
CUST_000040,Male,28,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,117,140645.01169916874
CUST_000041,Female,39,Nandi,rural,tier_2,150000.0,500000.0,false,false,71,227087.0601171772
CUST_000042,Female,35,Kisumu,urban,tier_2,150000.0,500000.0,false,false,122,177588.1556927652
CUST_000043,Male,19,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,36,54821.34445727013
CUST_000044,Female,46,Vihiga,rural,tier_2,150000.0,500000.0,false,false,337,223021.0304934371
CUST_000045,Female,26,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,364,109812.46279012144
CUST_000046,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,153,285000.0
CUST_000047,Male,21,Nairobi,urban,tier_1,70000.0,300000.0,false,false,324,97238.63611155776
CUST_000048,Female,21,Trans Nzoia,rural,tier_1,70000.0,300000.0,false,false,185,197904.41613057442
CUST_000049,Male,32,Mombasa,urban,tier_1,70000.0,300000.0,false,false,336,58570.91680277165
CUST_000050,Male,29,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,88,66008.12402293748
CUST_000051,Male,28,Nairobi,urban,tier_2,150000.0,500000.0,false,false,125,263865.38777838886
CUST_000052,Female,38,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,278,189738.70047427143
CUST_000053,Female,35,Tharaka Nithi,rural,tier_1,70000.0,300000.0,false,false,103,68380.39164127031
CUST_000054,Female,35,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,306,111700.49950374615
CUST_000055,Female,36,Vihiga,rural,tier_1,70000.0,300000.0,false,false,173,55312.1661969016
CUST_000056,Male,38,Mombasa,urban,tier_2,150000.0,500000.0,false,false,165,168005.74668380502
CUST_000057,Female,18,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,182,167711.26959042353
CUST_000058,Male,28,Nyamira,rural,tier_1,70000.0,300000.0,false,false,298,88792.59217699517
CUST_000059,Male,18,Kiambu,semi_urban,tier_3,250000.0,500000.0,false,false,31,162404.5988632829
CUST_000060,Female,32,Kisumu,urban,tier_2,150000.0,500000.0,false,false,282,104554.7020746535
CUST_000061,Male,31,Narok,rural,tier_2,150000.0,500000.0,false,false,291,133010.6089536981
CUST_000062,Female,42,Nakuru,semi_urban,tier_2,150000.0,500000.0,false,false,305,443041.5493608656
CUST_000063,Female,43,Machakos,semi_urban,tier_3,250000.0,500000.0,false,false,364,190770.38732708295
CUST_000064,Female,34,Vihiga,rural,tier_1,70000.0,300000.0,false,false,292,66861.85273893205
CUST_000065,Female,26,Nairobi,urban,tier_2,150000.0,500000.0,false,false,207,157153.356794364
CUST_000066,Female,36,Kisumu,urban,tier_2,150000.0,500000.0,false,false,186,82755.81534321894
CUST_000067,Male,26,Nairobi,urban,tier_1,70000.0,300000.0,false,false,160,66466.80356996015
CUST_000068,Male,31,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,307,217881.7194425269
CUST_000069,Male,41,Mombasa,urban,tier_1,70000.0,300000.0,false,false,161,102774.91055279366
CUST_000070,Male,26,Kajiado,rural,tier_2,150000.0,500000.0,false,false,222,473415.38072845805
CUST_000071,Male,40,Nairobi,urban,tier_2,150000.0,500000.0,false,false,62,175376.3400019204
CUST_000072,Female,38,Kajiado,rural,tier_2,150000.0,500000.0,false,false,136,180660.35022867293
CUST_000073,Male,22,Mombasa,urban,tier_1,70000.0,300000.0,false,false,119,152053.06228801818
CUST_000074,Male,41,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,176,29005.593292566617
CUST_000075,Male,38,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,198,122272.49706340666
CUST_000076,Male,33,Kirinyaga,rural,tier_1,70000.0,300000.0,false,false,270,107693.50012025361
CUST_000077,Female,24,Kiambu,semi_urban,tier_3,250000.0,500000.0,false,false,175,386691.62670792657
CUST_000078,Female,23,Nakuru,semi_urban,tier_2,150000.0,500000.0,false,false,80,297956.5872440823
CUST_000079,Female,26,Narok,rural,tier_3,250000.0,500000.0,false,false,213,104351.21277585196
CUST_000080,Female,37,Machakos,semi_urban,tier_2,150000.0,500000.0,false,false,48,342296.5298485959
CUST_000081,Male,22,Mombasa,urban,tier_3,250000.0,500000.0,false,false,315,161329.81914169237
CUST_000082,Female,36,Siaya,rural,tier_1,70000.0,300000.0,false,false,288,70214.57155555853
CUST_000083,Male,19,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,105,121794.36624888558
CUST_000084,Male,29,Nairobi,urban,tier_1,70000.0,300000.0,false,false,118,99723.14503580025
CUST_000085,Male,33,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,39,238177.24697203614
CUST_000086,Female,56,Nairobi,urban,tier_1,70000.0,300000.0,false,false,152,130855.47748591423
CUST_000087,Male,18,Mombasa,urban,tier_1,70000.0,300000.0,false,false,42,122316.49845399632
CUST_000088,Male,46,Kwale,rural,tier_3,250000.0,500000.0,false,false,344,288568.25387319876
CUST_000089,Female,33,Nairobi,urban,tier_1,70000.0,300000.0,false,false,75,190607.87050965131
CUST_000090,Male,36,Meru,rural,tier_3,250000.0,500000.0,false,true,251,272165.58394312504
CUST_000091,Female,33,Tharaka Nithi,rural,tier_2,150000.0,500000.0,false,false,221,374031.4313139458
CUST_000092,Male,36,Bungoma,rural,tier_2,150000.0,500000.0,false,false,109,249372.88461943984
CUST_000093,Male,30,Kilifi,rural,tier_2,150000.0,500000.0,false,false,301,200023.2942039457
CUST_000094,Male,46,Kirinyaga,rural,tier_1,70000.0,300000.0,false,false,66,205073.51112222805
CUST_000095,Female,27,West Pokot,rural,tier_2,150000.0,500000.0,false,false,327,175767.13605442797
CUST_000096,Male,43,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,278,112213.77224400434
CUST_000097,Male,25,Nairobi,urban,tier_3,250000.0,500000.0,false,false,243,435021.97935741436
CUST_000098,Male,31,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,325,248326.53130887894
CUST_000099,Female,21,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,165,109913.59654636311
CUST_000100,Female,36,Nairobi,urban,tier_2,150000.0,500000.0,false,false,124,146618.25581503395
CUST_000101,Female,46,Busia,rural,tier_2,150000.0,500000.0,false,false,81,382295.8741734068
CUST_000102,Male,31,Nairobi,urban,tier_1,70000.0,300000.0,false,false,340,164677.93438430413
CUST_000103,Female,30,Tana River,rural,tier_2,150000.0,500000.0,false,false,164,215378.88339115988
CUST_000104,Female,20,Mombasa,urban,tier_1,70000.0,300000.0,false,false,308,93957.835164977
CUST_000105,Female,29,Nairobi,urban,tier_2,150000.0,500000.0,false,false,141,217121.34434453078
CUST_000106,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,350,109172.39569863616
CUST_000107,Male,22,Mombasa,urban,tier_1,70000.0,300000.0,false,false,322,79171.2624300543
CUST_000108,Male,34,Kisumu,urban,tier_1,70000.0,300000.0,false,false,133,117719.37792025649
CUST_000109,Female,45,Nairobi,urban,tier_1,70000.0,300000.0,false,false,193,126026.78925356023
CUST_000110,Male,60,Kisumu,urban,tier_1,70000.0,300000.0,false,false,296,91476.75910776634
CUST_000111,Male,26,Nairobi,urban,tier_1,70000.0,300000.0,false,false,106,173416.3445204186
CUST_000112,Male,46,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,37,210229.2644768725
CUST_000113,Female,34,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,127,179241.00940472586
CUST_000114,Male,30,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,228,96125.85111599189
CUST_000115,Female,36,Kisumu,urban,tier_1,70000.0,300000.0,false,false,75,161046.51346197072
CUST_000116,Female,32,Nairobi,urban,tier_2,150000.0,500000.0,false,false,142,191251.40080534466
CUST_000117,Female,33,Nairobi,urban,tier_3,250000.0,500000.0,false,false,338,99160.03985957397
CUST_000118,Male,27,Mombasa,urban,tier_1,70000.0,300000.0,false,false,55,154492.7491092961
CUST_000119,Female,18,Laikipia,rural,tier_3,250000.0,500000.0,false,false,46,197882.59868430797
CUST_000120,Female,18,West Pokot,rural,tier_1,70000.0,300000.0,false,false,172,285000.0
CUST_000121,Female,38,Tharaka Nithi,rural,tier_1,70000.0,300000.0,false,false,34,228701.55636980047
CUST_000122,Male,29,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,39,262482.1755053603
CUST_000123,Male,26,Machakos,semi_urban,tier_2,150000.0,500000.0,false,false,91,208344.581136535
CUST_000124,Male,32,Kisumu,urban,tier_2,150000.0,500000.0,false,false,64,199630.71323267816
CUST_000125,Female,39,Lamu,rural,tier_1,70000.0,300000.0,false,false,302,66815.67928527451
CUST_000126,Male,33,Lamu,rural,tier_2,150000.0,500000.0,false,false,71,77100.86385274206
CUST_000127,Male,25,Nandi,rural,tier_1,70000.0,300000.0,false,false,205,71343.26317940322
CUST_000128,Male,44,Samburu,rural,tier_1,70000.0,300000.0,false,false,266,107761.87864698183
CUST_000129,Female,47,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,240,38513.65429965692
CUST_000130,Male,36,Lamu,rural,tier_3,250000.0,500000.0,false,false,249,140112.71450379924
CUST_000131,Female,41,Meru,rural,tier_1,70000.0,300000.0,false,false,150,97512.04980333574
CUST_000132,Female,44,Kisumu,urban,tier_2,150000.0,500000.0,false,false,328,165156.71676109987
CUST_000133,Male,43,Tharaka Nithi,rural,tier_2,150000.0,500000.0,false,false,53,132124.71661037486
CUST_000134,Female,38,Nairobi,urban,tier_2,150000.0,500000.0,false,false,66,155066.05558969363
CUST_000135,Male,37,West Pokot,rural,tier_2,150000.0,500000.0,false,false,317,435526.22494100174
CUST_000136,Female,37,Lamu,rural,tier_2,150000.0,500000.0,false,false,52,256128.8758686599
CUST_000137,Male,21,Nairobi,urban,tier_1,70000.0,300000.0,false,false,94,83398.64699963326
CUST_000138,Female,39,Homa Bay,rural,tier_1,70000.0,300000.0,false,false,88,106655.98702528668
CUST_000139,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,41,108812.45531089604
CUST_000140,Male,24,Lamu,rural,tier_1,70000.0,300000.0,false,false,69,75173.9497307612
CUST_000141,Female,45,Marsabit,rural,tier_1,70000.0,300000.0,false,false,222,75129.80612001292
CUST_000142,Female,40,Bungoma,rural,tier_1,70000.0,300000.0,false,false,252,182919.1925983352
CUST_000143,Female,46,Nyamira,rural,tier_1,70000.0,300000.0,true,true,57,89468.82905456916
CUST_000144,Male,29,Nairobi,urban,tier_1,70000.0,300000.0,false,false,346,63843.4683936843
CUST_000145,Male,20,Kisumu,urban,tier_1,70000.0,300000.0,false,false,62,108008.75650866842
CUST_000146,Male,29,Kiambu,semi_urban,tier_3,250000.0,500000.0,false,false,260,195119.65289726053
CUST_000147,Female,33,Nairobi,urban,tier_1,70000.0,300000.0,false,false,298,41158.49569507591
CUST_000148,Male,32,Kiambu,semi_urban,tier_3,250000.0,500000.0,false,false,204,180230.19942620603
CUST_000149,Male,43,Mombasa,urban,tier_3,250000.0,500000.0,false,false,195,283893.187082877
CUST_000150,Female,28,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,66,138296.11780011718
CUST_000151,Female,35,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,111,475000.0
CUST_000152,Male,22,Nyeri,rural,tier_2,150000.0,500000.0,false,false,315,343835.32610602136
CUST_000153,Female,36,Kisumu,urban,tier_2,150000.0,500000.0,false,false,147,379583.694276093
CUST_000154,Male,32,Samburu,rural,tier_1,70000.0,300000.0,true,false,41,285000.0
CUST_000155,Female,24,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,275,161234.62552414424
CUST_000156,Male,29,Kisumu,urban,tier_1,70000.0,300000.0,false,false,259,119739.38371481485
CUST_000157,Female,30,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,52,299309.5269541879
CUST_000158,Female,29,Kiambu,semi_urban,tier_3,250000.0,500000.0,false,false,47,139071.73535885382
CUST_000159,Female,49,Mombasa,urban,tier_2,150000.0,500000.0,false,false,69,194115.0953547337
CUST_000160,Male,31,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,47,133052.56515679206
CUST_000161,Female,29,Nairobi,urban,tier_3,250000.0,500000.0,false,false,237,224438.1969282968
CUST_000162,Male,18,Nakuru,semi_urban,tier_2,150000.0,500000.0,false,false,74,132774.67976087073
CUST_000163,Male,23,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,233,78282.04174104413
CUST_000164,Female,29,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,89,226183.07664155916
CUST_000165,Male,25,Migori,rural,tier_1,70000.0,300000.0,false,true,356,103020.37191610718
CUST_000166,Female,45,Mombasa,urban,tier_1,70000.0,300000.0,false,false,273,42098.912407258045
CUST_000167,Female,30,Vihiga,rural,tier_1,70000.0,300000.0,false,false,155,53303.60761683693
CUST_000168,Male,44,Makueni,rural,tier_3,250000.0,500000.0,false,false,174,103645.33728625208
CUST_000169,Female,32,Uasin Gishu,rural,tier_1,70000.0,300000.0,false,false,51,70972.7869800737
CUST_000170,Male,32,Nandi,rural,tier_1,70000.0,300000.0,false,true,48,135774.3259432385
CUST_000171,Female,31,Nairobi,urban,tier_1,70000.0,300000.0,false,false,210,123131.37788009021
CUST_000172,Male,32,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,37,187996.27719992024
CUST_000173,Female,49,Nairobi,urban,tier_1,70000.0,300000.0,false,false,244,160803.54236367898
CUST_000174,Male,18,Migori,rural,tier_2,150000.0,500000.0,false,true,158,314366.52319974685
CUST_000175,Male,18,Baringo,rural,tier_2,150000.0,500000.0,false,false,76,249337.1992380862
CUST_000176,Male,26,Mombasa,urban,tier_1,70000.0,300000.0,false,false,209,122562.6256567014
CUST_000177,Female,32,Tharaka Nithi,rural,tier_1,70000.0,300000.0,false,false,215,191226.4534287476
CUST_000178,Female,38,Nairobi,urban,tier_1,70000.0,300000.0,false,false,280,174773.15405860482
CUST_000179,Female,36,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,96,133197.12295461586
CUST_000180,Female,28,Kirinyaga,rural,tier_1,70000.0,300000.0,false,false,213,208370.63855171093
CUST_000181,Female,42,Nairobi,urban,tier_2,150000.0,500000.0,false,false,313,56923.825377306865
CUST_000182,Female,42,Bomet,rural,tier_2,150000.0,500000.0,false,false,120,159075.11488927362
CUST_000183,Male,33,Migori,rural,tier_1,70000.0,300000.0,false,false,310,94716.40740432906
CUST_000184,Female,41,Nairobi,urban,tier_1,70000.0,300000.0,false,false,273,196394.2097177648
CUST_000185,Female,34,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,174,242131.25935220276
CUST_000186,Male,26,Mombasa,urban,tier_1,70000.0,300000.0,false,false,326,53447.1219061672
CUST_000187,Male,38,Isiolo,rural,tier_3,250000.0,500000.0,false,false,354,372483.1066428422
CUST_000188,Female,33,Nairobi,urban,tier_2,150000.0,500000.0,false,false,109,102399.87638316836
CUST_000189,Male,32,Tharaka Nithi,rural,tier_3,250000.0,500000.0,false,false,359,103959.40388139743
CUST_000190,Female,46,Samburu,rural,tier_3,250000.0,500000.0,false,false,30,163606.67879382512
CUST_000191,Male,18,Nairobi,urban,tier_2,150000.0,500000.0,false,false,73,156883.71503577652
CUST_000192,Male,18,Kisumu,urban,tier_3,250000.0,500000.0,false,false,44,84385.8267977581
CUST_000193,Female,20,Baringo,rural,tier_1,70000.0,300000.0,false,true,153,152737.60687960655
CUST_000194,Male,28,Kirinyaga,rural,tier_1,70000.0,300000.0,false,false,344,155009.07863140517
CUST_000195,Male,29,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,231,186942.90936679314
CUST_000196,Female,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,237,88859.35241373944
CUST_000197,Female,22,Nairobi,urban,tier_1,70000.0,300000.0,false,false,58,108201.05503711554
CUST_000198,Male,23,West Pokot,rural,tier_1,70000.0,300000.0,false,false,203,108697.51058955399
CUST_000199,Male,56,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,158,427778.6201632329
CUST_000200,Female,50,Nyandarua,rural,tier_2,150000.0,500000.0,false,false,191,44588.93379745505
CUST_000201,Female,27,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,117,68395.72346016267
CUST_000202,Female,28,Tana River,rural,tier_1,70000.0,300000.0,false,false,97,110670.01059946467
CUST_000203,Male,20,Nairobi,urban,tier_2,150000.0,500000.0,false,false,349,106892.42778578472
CUST_000204,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,217,96991.39818059516
CUST_000205,Male,30,Tharaka Nithi,rural,tier_1,70000.0,300000.0,false,false,168,103621.48644832826
CUST_000206,Male,22,Trans Nzoia,rural,tier_1,70000.0,300000.0,false,false,54,79435.02725319836
CUST_000207,Female,31,Kisumu,urban,tier_1,70000.0,300000.0,false,false,286,113979.30965950254
CUST_000208,Male,18,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,188,151087.19394984495
CUST_000209,Female,24,Kiambu,semi_urban,tier_2,150000.0,500000.0,true,false,159,163444.7276353127
CUST_000210,Female,33,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,254,146644.4180227433
CUST_000211,Female,35,Nairobi,urban,tier_2,150000.0,500000.0,false,false,74,169309.03255782457
CUST_000212,Male,36,Siaya,rural,tier_1,70000.0,300000.0,false,false,209,109954.24242921847
CUST_000213,Female,18,Mombasa,urban,tier_2,150000.0,500000.0,false,false,320,77049.51874634431
CUST_000214,Female,40,Kilifi,rural,tier_2,150000.0,500000.0,false,false,185,231686.4751307292
CUST_000215,Female,23,Nairobi,urban,tier_1,70000.0,300000.0,false,true,30,88083.20330926671
CUST_000216,Male,38,Nairobi,urban,tier_2,150000.0,500000.0,false,false,107,345632.349292991
CUST_000217,Male,31,Homa Bay,rural,tier_1,70000.0,300000.0,false,false,48,148310.67254637717
CUST_000218,Female,18,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,198,198108.66172784503
CUST_000219,Male,28,Homa Bay,rural,tier_1,70000.0,300000.0,false,false,152,66571.76760249773
CUST_000220,Male,35,Nairobi,urban,tier_1,70000.0,300000.0,false,false,74,91660.28185323853
CUST_000221,Male,38,Turkana,rural,tier_1,70000.0,300000.0,false,false,260,59296.674841212465
CUST_000222,Female,30,Kwale,rural,tier_1,70000.0,300000.0,false,false,89,77570.47439542758
CUST_000223,Female,47,Nyandarua,rural,tier_1,70000.0,300000.0,false,false,144,206403.9532796167
CUST_000224,Male,42,Nairobi,urban,tier_3,250000.0,500000.0,false,false,361,386972.4056986919
CUST_000225,Female,29,Kisumu,urban,tier_1,70000.0,300000.0,false,false,52,62160.25617398292
CUST_000226,Male,39,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,113,87763.31954358378
CUST_000227,Female,51,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,136,106238.29517148556
CUST_000228,Female,51,Kisumu,urban,tier_2,150000.0,500000.0,false,false,200,246512.06051566228
CUST_000229,Male,19,Nairobi,urban,tier_1,70000.0,300000.0,false,false,112,45781.374719122774
CUST_000230,Male,22,Nakuru,semi_urban,tier_3,250000.0,500000.0,false,false,355,82525.55951468875
CUST_000231,Male,46,Mombasa,urban,tier_1,70000.0,300000.0,false,false,31,140976.8294302287
CUST_000232,Female,21,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,348,41648.409899343686
CUST_000233,Female,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,209,88268.54113445239
CUST_000234,Female,27,Mombasa,urban,tier_1,70000.0,300000.0,false,false,42,119680.8215712474
CUST_000235,Female,36,Elgeyo Marakwet,rural,tier_2,150000.0,500000.0,false,false,69,226431.18581799333
CUST_000236,Male,30,Nakuru,semi_urban,tier_2,150000.0,500000.0,false,false,64,171356.99162182314
CUST_000237,Female,25,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,126,91918.6654776183
CUST_000238,Male,25,Machakos,semi_urban,tier_3,250000.0,500000.0,false,false,141,280589.71917608974
CUST_000239,Male,24,Lamu,rural,tier_1,70000.0,300000.0,false,false,245,127279.49772987035
CUST_000240,Female,23,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,134,79859.92509498044
CUST_000241,Female,54,Baringo,rural,tier_1,70000.0,300000.0,false,false,273,112465.20928283334
CUST_000242,Male,34,Uasin Gishu,rural,tier_1,70000.0,300000.0,false,false,128,133669.05228318207
CUST_000243,Female,40,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,118,434296.16932026035
CUST_000244,Female,27,Taita Taveta,rural,tier_1,70000.0,300000.0,false,false,122,163521.4719787784
CUST_000245,Female,30,Mandera,rural,tier_1,70000.0,300000.0,false,false,140,202565.01619259577
CUST_000246,Female,24,Nairobi,urban,tier_1,70000.0,300000.0,false,false,311,81327.05788578883
CUST_000247,Male,18,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,112,84918.41920289784
CUST_000248,Male,18,Kericho,rural,tier_1,70000.0,300000.0,false,false,121,98110.31199759612
CUST_000249,Male,18,Wajir,rural,tier_2,150000.0,500000.0,false,false,351,171198.17012068356
CUST_000250,Female,18,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,249,66670.99466546932
CUST_000251,Female,20,Nairobi,urban,tier_1,70000.0,300000.0,false,false,94,207835.99600352935
CUST_000252,Male,45,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,321,171650.1327939663
CUST_000253,Male,31,Nairobi,urban,tier_1,70000.0,300000.0,false,false,91,94721.74029420994
CUST_000254,Male,44,Kwale,rural,tier_1,70000.0,300000.0,false,false,84,152115.1498989193
CUST_000255,Female,36,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,179,205625.73169822188
CUST_000256,Female,39,Kisii,rural,tier_3,250000.0,500000.0,false,false,262,263623.53690875694
CUST_000257,Male,22,Nyandarua,rural,tier_1,70000.0,300000.0,false,false,93,56352.63005154323
CUST_000258,Male,37,Elgeyo Marakwet,rural,tier_3,250000.0,500000.0,false,false,283,171019.49602116324
CUST_000259,Female,39,Busia,rural,tier_1,70000.0,300000.0,false,false,82,107207.1785738831
CUST_000260,Male,26,Laikipia,rural,tier_2,150000.0,500000.0,false,false,292,251245.1481215992
CUST_000261,Female,37,Nandi,rural,tier_2,150000.0,500000.0,false,false,62,134342.06858222585
CUST_000262,Male,37,Nyandarua,rural,tier_2,150000.0,500000.0,false,false,186,52701.437719545764
CUST_000263,Male,26,Nairobi,urban,tier_2,150000.0,500000.0,false,false,245,107099.49257500679
CUST_000264,Female,20,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,119,107045.98214260126
CUST_000265,Male,20,Mombasa,urban,tier_1,70000.0,300000.0,false,false,235,113945.9926445243
CUST_000266,Male,32,Nyamira,rural,tier_1,70000.0,300000.0,false,false,261,256122.67680557774
CUST_000267,Male,35,Garissa,rural,tier_1,70000.0,300000.0,false,false,248,147695.9391104837
CUST_000268,Male,24,Kiambu,semi_urban,tier_2,150000.0,500000.0,true,false,163,191592.98229974657
CUST_000269,Male,32,Nairobi,urban,tier_1,70000.0,300000.0,false,false,289,108590.81595230786
CUST_000270,Male,37,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,275,191688.98057439242
CUST_000271,Male,38,Kilifi,rural,tier_1,70000.0,300000.0,false,false,139,82164.82153323137
